Price,Sq Ft,Bedrooms,Full Bath,Half Bath,Property Type,Lot Size,Year Built,Town/City,Town/City Median Income
515000.0,4000,3,2.0,0.0, Single Family ,0.09,1994.0,Hempstead,99191
180000.0,5100,4,2.0,0.0, Single Family ,0.12,1951.0,Hempstead,99191
599000.0,3915,4,3.0,0.0, Single Family ,0.09,1923.0,Hempstead,99191
519999.0,7560,4,2.0,0.0, Single Family ,0.17,1944.0,Hempstead,99191
349999.0,5000,2,2.0,0.0, Single Family ,0.11,1925.0,Hempstead,99191
579999.0,1580,4,2.0,0.0, Single Family ,0.1,1918.0,Hempstead,99191
650000.0,4000,6,2.0,0.0, Multi-Family ,0.09,1962.0,Hempstead,99191
469999.0,6000,3,2.0,0.0, Single Family ,0.14,1927.0,Hempstead,99191
485000.0,7097,4,2.0,0.0, Single Family ,0.16,1950.0,Hempstead,99191
434990.0,4800,3,2.0,0.0, Single Family ,0.11,1954.0,Hempstead,99191
988000.0,7012,4,2.0,1.0, Single Family ,0.16,1938.0,Garden City,148988
1380000.0,7100,3,2.0,0.0, Single Family ,0.16,1940.0,Garden City,148988
988000.0,6000,3,1.0,1.0, Single Family ,0.14,1937.0,Garden City,148988
1039000.0,1511,4,2.0,0.0, Single Family ,0.15,1951.0,Garden City,148988
1900000.0,2818,4,5.0,1.0, Single Family ,0.49,1960.0,Garden City,148988
1650000.0,7700,3,3.0,1.0, Single Family ,0.18,1938.0,Garden City,148988
1299000.0,8000,3,2.0,1.0, Single Family ,0.18,1940.0,Garden City,148988
1195000.0,1800,4,2.0,0.0, Single Family ,0.17,1957.0,Garden City,148988
1588000.0,3000,5,4.0,0.0, Single Family ,0.18,1959.0,Garden City,148988
1649000.0,3113,5,3.0,0.0, Single Family ,0.18,1979.0,Garden City,148988
1799000.0,2600,5,2.0,1.0, Single Family ,0.28,1908.0,Garden City,148988
1298000.0,6000,3,2.0,1.0, Single Family ,0.14,1922.0,Garden City,148988
1758000.0,3200,4,3.0,1.0, Single Family ,0.14,1926.0,Garden City,148988
2499000.0,3547,5,4.0,1.0, Single Family ,0.16,2011.0,Garden City,148988
1370000.0,2617,4,3.0,0.0, Single Family ,0.33,1962.0,Garden City,148988
2350000.0,3800,5,4.0,1.0, Single Family ,0.34,1970.0,Garden City,148988
1925000.0,3458,4,2.0,1.0, Single Family ,0.23,1952.0,Garden City,148988
4395000.0,5800,4,3.0,1.0, Single Family ,0.72,1903.0,Garden City,148988
2325000.0,2938,5,4.0,0.0, Single Family ,0.26,1928.0,Garden City,148988
1875000.0,8000,4,2.0,1.0, Single Family ,0.18,1923.0,Garden City,148988
1699000.0,2600,3,2.0,1.0, Single Family ,0.21,1955.0,Garden City,148988
949000.0,6500,3,2.0,0.0, Single Family ,0.15,1955.0,Garden City,148988
924888.0,1651,3,2.0,0.0, Single Family ,0.15,1955.0,Garden City,148988
1799000.0,8000,4,3.0,1.0, Single Family ,0.18,1927.0,Garden City,148988
999000.0,1800,4,2.0,0.0, Single Family ,0.15,1954.0,Garden City,148988
1499999.0,8500,5,3.0,0.0, Single Family ,0.2,1951.0,Garden City,148988
4200000.0,43007,8,7.0,2.0, Single Family ,0.99,1908.0,Garden City,148988
1199000.0,6100,3,1.0,1.0, Single Family ,0.14,1937.0,Garden City,148988
925000.0,1790,4,1.0,1.0, Single Family ,0.09,1935.0,Garden City,148988
1449000.0,3100,4,1.0,1.0, Single Family ,0.18,1928.0,Garden City,148988
949000.0,1419,3,1.0,1.0, Single Family ,0.09,1925.0,Garden City,148988
1629000.0,6000,4,2.0,1.0, Single Family ,0.14,1940.0,Garden City,148988
1190000.0,2326,4,2.0,1.0, Single Family ,0.16,1955.0,Garden City,148988
1899000.0,11252,5,3.0,2.0, Single Family ,0.26,1927.0,Garden City,148988
1025000.0,1921,4,2.0,1.0, Single Family ,0.2,1929.0,Garden City,148988
1350000.0,2465,4,2.0,1.0, Single Family ,0.14,1974.0,Garden City,148988
3350000.0,6000,6,4.0,1.0, Single Family ,0.34,2023.0,Garden City,148988
365000.0,4800,3,1.0,0.0, Single Family ,0.11,1950.0,Hempstead,99191
1150000.0,1592,4,2.0,0.0, Single Family ,0.06,1936.0,Garden City,148988
648000.0,1347,4,1.0,0.0, Single Family ,0.09,1946.0,Garden City,112841
1249000.0,6000,4,2.0,2.0, Single Family ,0.14,1968.0,Garden City,148988
995000.0,1650,3,2.0,0.0, Single Family ,0.16,1957.0,Garden City,148988
2390000.0,6000,4,3.0,1.0, Single Family ,0.14,2023.0,Garden City,148988
899000.0,2223,3,2.0,1.0, Single Family ,0.21,1958.0,Garden City,148988
1199000.0,2485,3,3.0,0.0, Single Family ,0.17,1928.0,Garden City,148988
1195000.0,2162,4,2.0,0.0, Single Family ,0.34,1957.0,Garden City,148988
1829000.0,3201,4,4.0,1.0, Single Family ,0.22,1929.0,Garden City,148988
1599000.0,2510,5,2.0,1.0, Single Family ,0.14,1925.0,Garden City,148988
989000.0,1420,3,1.0,1.0, Single Family ,0.18,1946.0,Garden City,148988
1899000.0,3100,5,4.0,0.0, Single Family ,0.46,1950.0,Garden City,148988
3250000.0,4886,6,4.0,1.0, Single Family ,1.43,1940.0,Garden City,148988
1388000.0,2714,4,2.0,1.0, Single Family ,0.18,1973.0,Garden City,148988
1149999.0,2700,3,2.0,1.0, Single Family ,0.25,1954.0,Garden City,148988
1390000.0,2306,3,2.0,1.0, Single Family ,0.14,1936.0,Garden City,148988
1299000.0,6600,3,2.0,0.0, Single Family ,0.15,1957.0,Garden City,148988
999000.0,6063,7,3.0,2.0, Single Family ,0.14,1908.0,Garden City,148988
1500000.0,12545,3,2.0,1.0, Single Family ,0.29,1954.0,Garden City,148988
2749000.0,3850,5,4.0,2.0, Single Family ,1.43,1950.0,Garden City,148988
4100000.0,6000,7,6.0,1.0, Single Family ,0.46,1950.0,Garden City,148988
6650000.0,12446,5,6.0,4.0, Single Family ,0.57,1913.0,Garden City,148988
420000.0,10000,5,2.0,0.0, Multi-Family ,0.23,1938.0,Uniondale,73096
850000.0,8000,5,3.0,0.0, Single Family ,0.18,1957.0,Uniondale,73096
699000.0,5100,5,3.0,0.0, Single Family ,0.12,1948.0,Uniondale,73096
580999.0,1241,3,2.0,0.0, Single Family ,0.18,1918.0,Uniondale,73096
569000.0,1274,4,1.0,0.0, Single Family ,0.14,1950.0,Uniondale,73096
699900.0,1428,4,2.0,0.0, Single Family ,0.14,1949.0,Uniondale,73096
499999.0,1914,4,3.0,0.0, Single Family ,0.14,1951.0,Uniondale,73096
525000.0,1400,4,2.0,0.0, Single Family ,0.12,1953.0,Uniondale,73096
589900.0,4000,4,2.0,0.0, Single Family ,0.09,1928.0,Uniondale,73096
529999.0,5200,4,3.0,0.0, Single Family ,0.12,1949.0,Uniondale,73096
509000.0,1418,5,1.0,0.0, Single Family ,0.14,1955.0,Uniondale,73096
479000.0,1176,4,2.0,0.0, Single Family ,0.09,1955.0,Uniondale,73096
599000.0,5000,4,1.0,1.0, Single Family ,0.11,1950.0,Uniondale,73096
450000.0,1120,3,1.0,0.0, Single Family ,0.11,1947.0,Uniondale,73096
600000.0,7500,3,1.0,1.0, Single Family ,0.17,1900.0,Uniondale,73096
535000.0,1943,4,2.0,0.0, Single Family ,0.11,1973.0,Uniondale,73096
749777.0,1800,4,2.0,1.0, Single Family ,0.16,1920.0,Uniondale,73096
629000.0,4000,4,2.0,0.0, Single Family ,0.09,1947.0,Uniondale,73096
469000.0,4000,2,1.0,0.0, Single Family ,0.09,1927.0,Uniondale,73096
599000.0,4000,2,2.0,0.0, Single Family ,0.09,1931.0,Uniondale,73096
599000.0,8025,3,2.0,1.0, Single Family ,0.18,1955.0,Uniondale,73096
649888.0,6200,4,2.0,0.0, Single Family ,0.14,1950.0,Uniondale,73096
629900.0,6000,4,3.0,0.0, Single Family ,0.12,1948.0,Uniondale,73096
649000.0,9375,5,2.0,0.0, Single Family ,0.22,1925.0,Uniondale,73096
590000.0,5500,4,1.0,0.0, Single Family ,0.13,1948.0,Uniondale,73096
639900.0,5278,4,2.0,0.0, Single Family ,0.12,1949.0,Uniondale,73096
525000.0,7320,3,1.0,0.0, Single Family ,0.17,1950.0,Uniondale,73096
575000.0,6305,4,2.0,0.0, Single Family ,0.14,1951.0,Uniondale,73096
350000.0,1142,4,2.0,0.0, Single Family ,0.11,1949.0,Uniondale,73096
405000.0,10000,5,2.0,0.0, Single Family ,0.23,1938.0,Uniondale,73096
425000.0,6000,4,2.0,0.0, Single Family ,0.14,1929.0,Uniondale,73096
519999.0,1224,4,1.0,0.0, Single Family ,0.11,1949.0,Uniondale,73096
425000.0,464,2,1.0,0.0, Single Family ,0.08,1927.0,Uniondale,73096
565999.0,6000,4,2.0,0.0, Single Family ,0.14,1960.0,Uniondale,73096
250000.0,1465,4,1.0,0.0, Single Family ,0.17,1948.0,Uniondale,73096
565999.0,1200,4,2.0,0.0, Single Family ,0.11,1949.0,Uniondale,73096
574999.0,6000,4,2.0,0.0, Single Family ,0.14,1950.0,Uniondale,73096
649000.0,6000,4,2.0,0.0, Single Family ,0.14,1966.0,Roosevelt,74884
675000.0,1231,4,3.0,0.0, Single Family ,0.14,1954.0,Roosevelt,74884
549999.0,6600,4,1.0,0.0, Single Family ,0.15,1928.0,Roosevelt,74884
749000.0,7750,4,3.0,0.0, Single Family ,0.18,1916.0,Roosevelt,74884
799000.0,6250,4,3.0,0.0, Single Family ,0.14,2024.0,Roosevelt,74884
799000.0,6250,4,3.0,0.0, Single Family ,0.14,2024.0,Roosevelt,74884
725000.0,4000,4,2.0,0.0, Single Family ,0.09,1927.0,Roosevelt,74884
649000.0,8520,3,3.0,0.0, Single Family ,0.2,1954.0,Roosevelt,74884
590000.0,8000,2,2.0,0.0, Single Family ,0.18,1926.0,Roosevelt,74884
539000.0,5700,4,2.0,0.0, Single Family ,0.13,1924.0,Roosevelt,74884
649999.0,1902,3,1.0,1.0, Single Family ,0.19,1998.0,Roosevelt,74884
580000.0,6000,4,2.0,0.0, Single Family ,0.14,1936.0,Roosevelt,74884
699000.0,8298,6,3.0,1.0, Single Family ,0.19,1910.0,Roosevelt,74884
748888.0,7500,4,2.0,0.0, Single Family ,0.17,1908.0,Roosevelt,74884
749000.0,9310,3,1.0,1.0, Single Family ,0.21,1923.0,Roosevelt,74884
615000.0,5000,4,1.0,0.0, Single Family ,0.11,1947.0,Roosevelt,74884
659000.0,5985,5,3.0,0.0, Single Family ,0.14,1930.0,Roosevelt,74884
650000.0,9225,4,3.0,0.0, Single Family ,0.21,1928.0,Roosevelt,74884
639000.0,4400,3,2.0,0.0, Single Family ,0.1,1940.0,Roosevelt,74884
599999.0,6480,3,2.0,0.0, Single Family ,0.15,1947.0,Roosevelt,74884
465000.0,5000,3,2.0,0.0, Single Family ,0.11,1964.0,Roosevelt,74884
659000.0,8694,3,2.0,0.0, Single Family ,0.2,1954.0,Roosevelt,74884
445000.0,2500,3,1.0,1.0, Single Family ,0.06,1958.0,Roosevelt,74884
679999.0,1611,3,2.0,1.0, Single Family ,0.18,1957.0,Roosevelt,74884
649000.0,1368,3,3.0,0.0, Single Family ,0.17,1888.0,Roosevelt,74884
579000.0,4950,3,2.0,0.0, Single Family ,0.11,1949.0,Roosevelt,74884
530000.0,7000,4,2.0,0.0, Single Family ,0.16,1962.0,Roosevelt,74884
699000.0,1950,4,3.0,0.0, Single Family ,0.09,1938.0,Roosevelt,74884
349900.0,4000,2,3.0,0.0, Single Family ,0.09,1926.0,Roosevelt,74884
529000.0,1380,3,1.0,0.0, Single Family ,0.11,1972.0,Roosevelt,74884
599999.0,1530,3,2.0,1.0, Single Family ,0.06,2023.0,Roosevelt,74884
450000.0,1414,3,2.0,0.0, Single Family ,0.11,1953.0,Roosevelt,74884
375000.0,6000,3,1.0,0.0, Single Family ,0.14,1954.0,Roosevelt,74884
325000.0,5000,3,1.0,0.0, Single Family ,0.11,1959.0,Roosevelt,74884
299999.0,1446,3,2.0,0.0, Single Family ,0.14,1951.0,Roosevelt,74884
665000.0,1170,3,1.0,1.0, Single Family ,0.19,1963.0,East Meadow,96698
959000.0,10951,4,2.0,0.0, Single Family ,0.25,1954.0,East Meadow,96698
749999.0,6100,3,3.0,0.0, Single Family ,0.14,1950.0,East Meadow,96698
918000.0,7000,4,2.0,1.0, Single Family ,0.16,1955.0,East Meadow,96698
649000.0,1142,3,2.0,0.0, Single Family ,0.16,1949.0,East Meadow,96698
599999.0,6000,4,2.0,0.0, Single Family ,0.14,1948.0,East Meadow,96698
699000.0,1979,4,2.0,0.0, Single Family ,0.14,1976.0,East Meadow,96698
699999.0,2200,4,2.0,0.0, Single Family ,0.14,1949.0,East Meadow,96698
759000.0,1214,4,2.0,0.0, Single Family ,0.16,1953.0,East Meadow,96698
749000.0,6000,3,2.0,0.0, Single Family ,0.14,1931.0,East Meadow,96698
769900.0,1487,4,2.0,0.0, Single Family ,0.14,1952.0,East Meadow,96698
659999.0,6000,3,2.0,0.0, Single Family ,0.14,1950.0,East Meadow,96698
1490000.0,17398,4,3.0,0.0, Single Family ,0.4,2005.0,East Meadow,96698
659500.0,7200,3,2.0,0.0, Single Family ,0.17,1960.0,East Meadow,96698
649990.0,6954,3,2.0,0.0, Single Family ,0.16,1950.0,East Meadow,96698
848888.0,1720,4,2.0,0.0, Single Family ,0.14,1958.0,East Meadow,96698
674990.0,6000,3,1.0,0.0, Single Family ,0.14,1951.0,East Meadow,96698
529000.0,1048,3,1.0,0.0, Single Family ,0.14,1952.0,East Meadow,96698
900000.0,7200,4,2.0,1.0, Single Family ,0.17,1955.0,East Meadow,96698
755000.0,7200,4,2.0,1.0, Single Family ,0.17,1968.0,East Meadow,96698
839000.0,6900,4,3.0,0.0, Single Family ,0.16,1952.0,East Meadow,96698
788000.0,2851,4,2.0,0.0, Single Family ,0.24,1949.0,East Meadow,96698
599000.0,6180,3,2.0,0.0, Single Family ,0.14,1955.0,East Meadow,96698
850000.0,1744,3,2.0,1.0, Single Family ,0.14,1957.0,East Meadow,96698
1099000.0,2400,6,3.0,0.0, Single Family ,0.21,1954.0,East Meadow,96698
848888.0,1931,3,2.0,1.0, Single Family ,0.16,1949.0,East Meadow,96698
619999.0,1492,3,1.0,0.0, Single Family ,0.2,1951.0,East Meadow,96698
699999.0,6324,3,2.0,0.0, Single Family ,0.15,1956.0,East Meadow,96698
938800.0,6003,4,2.0,1.0, Single Family ,0.14,1965.0,East Meadow,96698
799990.0,1451,3,3.0,0.0, Single Family ,0.15,1955.0,East Meadow,96698
649999.0,6000,4,2.0,0.0, Single Family ,0.14,1949.0,East Meadow,96698
1065000.0,3200,4,2.0,1.0, Single Family ,0.14,2019.0,East Meadow,96698
1499000.0,6072,5,4.0,0.0, Single Family ,0.14,1951.0,East Meadow,96698
689999.0,6000,3,2.0,0.0, Single Family ,0.14,1952.0,East Meadow,96698
869999.0,2468,4,2.0,0.0, Single Family ,0.17,1952.0,East Meadow,96698
769000.0,1648,4,2.0,1.0, Single Family ,0.15,1955.0,East Meadow,96698
729999.0,10000,4,2.0,0.0, Single Family ,0.23,1949.0,East Meadow,96698
899000.0,8000,4,3.0,0.0, Single Family ,0.18,1949.0,East Meadow,96698
699000.0,6360,3,3.0,1.0, Single Family ,0.15,1951.0,East Meadow,96698
699000.0,6000,3,2.0,0.0, Single Family ,0.14,1949.0,East Meadow,96698
599000.0,6000,4,2.0,0.0, Single Family ,0.14,1950.0,East Meadow,96698
679000.0,5974,3,2.0,0.0, Single Family ,0.14,1953.0,East Meadow,96698
659000.0,6300,4,1.0,0.0, Single Family ,0.14,1961.0,East Meadow,96698
649000.0,6100,3,2.0,0.0, Single Family ,0.14,1951.0,East Meadow,96698
748000.0,12001,3,2.0,0.0, Single Family ,0.28,1953.0,East Meadow,96698
699000.0,1500,4,3.0,0.0, Single Family ,0.14,1950.0,East Meadow,96698
639000.0,7200,4,2.0,0.0, Single Family ,0.17,1954.0,East Meadow,96698
614999.0,7200,3,1.0,1.0, Single Family ,0.17,1931.0,East Meadow,96698
859000.0,8700,4,2.0,0.0, Single Family ,0.2,1956.0,East Meadow,96698
749000.0,1856,3,2.0,0.0, Single Family ,0.14,1954.0,East Meadow,96698
645000.0,8400,3,2.0,0.0, Single Family ,0.19,1964.0,East Meadow,96698
669990.0,1502,4,2.0,0.0, Single Family ,0.17,1950.0,East Meadow,96698
599990.0,1100,3,1.0,0.0, Single Family ,0.07,1991.0,East Meadow,96698
1099999.0,5911,4,2.0,1.0, Single Family ,0.14,2015.0,East Meadow,96698
950000.0,1971,3,2.0,1.0, Single Family ,0.15,1957.0,East Meadow,96698
1499000.0,3500,5,3.0,0.0, Single Family ,0.24,2024.0,East Meadow,96698
640000.0,7700,4,2.0,0.0, Single Family ,0.18,1950.0,East Meadow,96698
1299000.0,2740,4,2.0,1.0, Single Family ,0.16,2009.0,East Meadow,96698
899000.0,7560,3,2.0,0.0, Single Family ,0.17,1957.0,East Meadow,96698
829000.0,1727,5,2.0,0.0, Single Family ,0.14,1962.0,East Meadow,96698
550000.0,6955,4,2.0,0.0, Multi-Family ,0.16,1946.0,East Meadow,96698
1249000.0,3070,5,4.0,0.0, Single Family ,0.14,2019.0,East Meadow,96698
799999.0,1400,3,3.0,0.0, Single Family ,0.22,1953.0,East Meadow,96698
638888.0,6540,3,3.0,0.0, Single Family ,0.15,1956.0,East Meadow,96698
1338000.0,3752,5,4.0,1.0, Single Family ,0.16,2023.0,East Meadow,96698
1349000.0,7000,5,3.0,0.0, Single Family ,0.16,2023.0,East Meadow,96698
1499000.0,6000,5,4.0,0.0, Single Family ,0.14,2023.0,East Meadow,96698
648000.0,7350,3,2.0,0.0, Single Family ,0.17,1953.0,East Meadow,96698
925000.0,5985,5,3.0,0.0, Single Family ,0.14,1985.0,East Meadow,96698
1240000.0,8500,5,3.0,0.0, Single Family ,0.2,1949.0,East Meadow,96698
625000.0,2378,5,3.0,0.0, Single Family ,0.15,1949.0,East Meadow,96698
699000.0,7100,4,2.0,0.0, Single Family ,0.16,1938.0,East Meadow,96698
588000.0,6700,4,1.0,1.0, Single Family ,0.15,1949.0,East Meadow,96698
599000.0,8030,3,2.0,1.0, Single Family ,0.18,1953.0,East Meadow,96698
700000.0,5500,5,5.0,0.0, Single Family ,0.13,1957.0,East Meadow,96698
614999.0,1373,4,2.0,1.0, Single Family ,0.17,1951.0,East Meadow,96698
819999.0,2624,4,3.0,0.0, Single Family ,0.14,1932.0,East Meadow,96698
550000.0,7500,3,1.0,1.0, Single Family ,0.17,1923.0,Baldwin,50750
798000.0,19698,3,2.0,0.0, Single Family ,0.45,1936.0,Baldwin,50750
539000.0,1428,4,1.0,0.0, Single Family ,0.14,1950.0,Baldwin,50750
699000.0,2143,4,2.0,1.0, Single Family ,0.17,1964.0,Baldwin,50750
789000.0,6420,3,2.0,1.0, Single Family ,0.15,1961.0,Baldwin,50750
599990.0,6700,3,2.0,0.0, Single Family ,0.15,1920.0,Baldwin,50750
799000.0,1800,4,3.0,0.0, Single Family ,0.15,1959.0,Baldwin,50750
718000.0,1662,3,2.0,0.0, Single Family ,0.19,1954.0,Baldwin,50750
985000.0,3812,7,3.0,1.0, Single Family ,0.19,2003.0,Baldwin,50750
549000.0,1292,3,1.0,1.0, Single Family ,0.17,1928.0,Baldwin,50750
655000.0,5512,3,2.0,0.0, Single Family ,0.13,1932.0,Baldwin,50750
549000.0,5880,3,2.0,0.0, Single Family ,0.13,1915.0,Baldwin,50750
675000.0,6400,4,2.0,1.0, Single Family ,0.15,1928.0,Baldwin,50750
699000.0,1678,3,2.0,1.0, Single Family ,0.19,1928.0,Baldwin,50750
598000.0,9060,3,1.0,1.0, Single Family ,0.21,1948.0,Baldwin,50750
625000.0,6000,3,2.0,0.0, Single Family ,0.14,1926.0,Baldwin,50750
599000.0,1480,4,2.0,0.0, Single Family ,0.14,1935.0,Baldwin,50750
649000.0,4700,4,2.0,0.0, Single Family ,0.11,1938.0,Baldwin,50750
579000.0,2835,3,2.0,0.0, Single Family ,0.07,1922.0,Baldwin,50750
759000.0,1492,4,2.0,0.0, Single Family ,0.25,1948.0,Baldwin,50750
599000.0,5911,3,1.0,1.0, Single Family ,0.14,1906.0,Baldwin,50750
569999.0,1535,3,1.0,0.0, Single Family ,0.14,1955.0,Baldwin,50750
749000.0,2278,4,2.0,1.0, Single Family ,0.14,1962.0,Baldwin,50750
675000.0,1880,3,1.0,1.0, Single Family ,0.15,1926.0,Baldwin,50750
849900.0,2440,5,3.0,1.0, Single Family ,0.15,1985.0,Baldwin,50750
1050000.0,2235,5,3.0,1.0, Single Family ,0.23,1964.0,Baldwin,50750
624999.0,6000,3,2.0,0.0, Single Family ,0.14,1957.0,Baldwin,50750
799000.0,6834,6,3.0,0.0, Single Family ,0.16,1972.0,Baldwin,50750
749000.0,1935,3,1.0,0.0, Single Family ,0.22,1953.0,Baldwin,50750
879000.0,2025,4,3.0,0.0, Single Family ,0.14,1959.0,Baldwin,50750
689000.0,7200,4,2.0,0.0, Single Family ,0.17,1950.0,Baldwin,50750
674999.0,7000,4,2.0,0.0, Single Family ,0.16,1954.0,Baldwin,50750
625000.0,7068,4,2.0,0.0, Single Family ,0.16,1920.0,Baldwin,50750
469000.0,2010,2,1.0,0.0, Single Family ,0.05,1930.0,Baldwin,50750
699000.0,2116,4,3.0,0.0, Single Family ,0.28,1941.0,Baldwin,50750
579000.0,4200,2,2.0,0.0, Single Family ,0.1,1929.0,Baldwin,50750
739000.0,1470,3,2.0,1.0, Single Family ,0.13,1949.0,Baldwin,50750
889000.0,2100,4,3.0,0.0, Single Family ,0.12,2024.0,Baldwin,50750
600000.0,2700,4,2.0,0.0, Single Family ,0.32,1935.0,Baldwin,50750
485000.0,4000,3,1.0,0.0, Single Family ,0.09,1923.0,Baldwin,50750
648000.0,6000,3,2.0,0.0, Single Family ,0.14,1935.0,Baldwin,50750
560000.0,1328,3,2.0,0.0, Single Family ,0.03,2014.0,Baldwin,50750
909999.0,6175,4,3.0,1.0, Single Family ,0.14,1961.0,Baldwin,50750
650000.0,6000,3,2.0,1.0, Single Family ,0.14,1957.0,Baldwin,50750
599000.0,3000,3,1.0,1.0, Single Family ,0.07,1926.0,Baldwin,50750
599000.0,9928,3,1.0,1.0, Single Family ,0.23,1957.0,Baldwin,50750
625000.0,4000,3,2.0,0.0, Single Family ,0.09,1916.0,Baldwin,50750
698000.0,8000,4,2.0,0.0, Single Family ,0.18,1947.0,Baldwin,50750
649000.0,1492,4,2.0,0.0, Single Family ,0.12,1901.0,Baldwin,50750
669000.0,6250,3,1.0,1.0, Single Family ,0.14,1926.0,Baldwin,50750
629000.0,2131,4,2.0,1.0, Single Family ,0.14,1959.0,Baldwin,50750
779000.0,1950,3,2.0,1.0, Single Family ,0.17,1926.0,Baldwin,50750
795000.0,7500,5,2.0,0.0, Single Family ,0.17,1925.0,Baldwin,50750
599000.0,1974,4,2.0,1.0, Single Family ,0.16,1967.0,Baldwin,50750
1299000.0,3529,4,2.0,1.0, Single Family ,0.24,2024.0,Baldwin,50750
769000.0,2037,3,2.0,0.0, Single Family ,0.16,1958.0,Baldwin,50750
529000.0,2600,2,2.0,0.0, Single Family ,0.06,1920.0,Baldwin,50750
750000.0,1790,4,2.0,1.0, Single Family ,0.14,1958.0,Baldwin,50750
649000.0,1520,4,3.0,0.0, Single Family ,0.11,1928.0,Baldwin,50750
499000.0,2300,4,2.0,1.0, Single Family ,0.14,1957.0,Baldwin,50750
890000.0,7500,4,3.0,0.0, Single Family ,0.17,1959.0,Baldwin,50750
629000.0,3092,5,2.0,0.0, Single Family ,0.14,1962.0,Baldwin,50750
835000.0,6720,3,3.0,0.0, Single Family ,0.15,1966.0,Baldwin,50750
875000.0,2291,4,2.0,1.0, Single Family ,0.21,1961.0,Baldwin,50750
799000.0,2525,5,3.0,0.0, Single Family ,0.16,1975.0,Baldwin,50750
559000.0,5300,3,1.0,0.0, Single Family ,0.12,1950.0,Baldwin,50750
829000.0,8342,4,3.0,0.0, Single Family ,0.19,1963.0,Baldwin,50750
659000.0,6080,3,1.0,1.0, Single Family ,0.14,1936.0,Baldwin,50750
449000.0,6400,2,1.0,0.0, Single Family ,0.15,1926.0,Baldwin,50750
739000.0,2500,4,3.0,0.0, Single Family ,0.16,1961.0,Baldwin,50750
599000.0,7015,3,1.0,1.0, Single Family ,0.16,1925.0,Baldwin,50750
299000.0,4000,4,2.0,0.0, Single Family ,0.09,1908.0,Baldwin,50750
598000.0,1824,3,2.0,1.0, Single Family ,0.14,1959.0,Baldwin,50750
569000.0,9085,3,1.0,5.0, Single Family ,0.21,1953.0,Baldwin,50750
675000.0,8554,5,2.0,0.0, Single Family ,0.2,1961.0,Baldwin,50750
497000.0,1500,3,2.0,0.0, Single Family ,0.14,1952.0,Baldwin,50750
680000.0,7560,4,3.0,0.0, Single Family ,0.17,1956.0,Baldwin,50750
399000.0,5000,2,1.0,0.0, Single Family ,0.11,1950.0,Freeport,71748
624000.0,6250,3,3.0,0.0, Single Family ,0.14,1925.0,Freeport,71748
498000.0,5000,2,1.0,0.0, Single Family ,0.11,1923.0,Freeport,71748
620000.0,5000,5,2.0,0.0, Single Family ,0.11,1941.0,Freeport,71748
625000.0,6000,3,1.0,1.0, Single Family ,0.14,1938.0,Freeport,71748
800000.0,8320,4,3.0,0.0, Single Family ,0.19,1973.0,Freeport,71748
599999.0,2404,2,2.0,0.0, Single Family ,0.11,1957.0,Freeport,71748
644000.0,1561,4,2.0,0.0, Single Family ,0.14,1953.0,Freeport,71748
650000.0,5000,3,1.0,0.0, Single Family ,0.11,1952.0,Freeport,71748
699000.0,1332,3,3.0,0.0, Single Family ,0.3,1923.0,Freeport,71748
715000.0,2137,5,3.0,0.0, Single Family ,0.16,1959.0,Freeport,71748
599000.0,6500,3,1.0,1.0, Single Family ,0.15,1938.0,Freeport,71748
699000.0,1978,4,2.0,1.0, Single Family ,0.16,1953.0,Freeport,71748
539999.0,7622,3,1.0,1.0, Single Family ,0.17,1930.0,Freeport,71748
649000.0,1643,3,1.0,0.0, Single Family ,0.036731,1921.0,Freeport,71748
450000.0,1408,3,2.0,0.0, Single Family ,0.13,1933.0,Freeport,71748
649000.0,6250,6,2.0,0.0, Single Family ,0.14,1952.0,Freeport,71748
520000.0,8000,4,2.0,0.0, Single Family ,0.18,1954.0,Freeport,71748
578000.0,5200,3,2.0,0.0, Single Family ,0.12,1922.0,Freeport,71748
499000.0,1500,4,2.0,0.0, Single Family ,0.14,1903.0,Freeport,71748
929000.0,5500,5,3.0,0.0, Single Family ,0.13,2024.0,Freeport,71748
599999.0,2100,4,3.0,0.0, Single Family ,0.17,1988.0,Freeport,71748
829000.0,5100,5,3.0,0.0, Single Family ,0.12,2024.0,Freeport,71748
589900.0,1854,3,2.0,1.0, Single Family ,0.16,1956.0,Freeport,71748
949999.0,9831,5,4.0,0.0, Single Family ,0.23,1906.0,Freeport,71748
699000.0,9500,4,4.0,0.0, Single Family ,0.22,1953.0,Freeport,71748
849000.0,2138,4,2.0,1.0, Single Family ,0.22,1923.0,Freeport,71748
822999.0,3076,8,3.0,0.0, Single Family ,0.14,1954.0,Freeport,71748
599999.0,1998,4,2.0,0.0, Single Family ,0.11,1956.0,Freeport,71748
649900.0,7500,3,1.0,1.0, Single Family ,0.17,1960.0,Freeport,71748
579000.0,1400,3,1.0,1.0, Single Family ,0.15,1936.0,Freeport,71748
560000.0,6500,3,2.0,0.0, Single Family ,0.15,1925.0,Freeport,71748
550000.0,4000,4,1.0,0.0, Single Family ,0.09,1956.0,Freeport,71748
699999.0,2000,3,2.0,0.0, Single Family ,0.09,1922.0,Freeport,71748
549999.0,3240,4,2.0,0.0, Single Family ,0.07,1971.0,Freeport,71748
